,0,1
0,illness,0.7059831023216248
1,anxiety,0.6896108984947205
2,severe,0.6792354583740234
3,onset,0.6719366312026978
4,schizophrenia,0.6701639294624329
5,disorder,0.6676310896873474
6,alcoholism,0.6662415266036987
7,psychosis,0.6431675553321838
8,mental,0.6408071517944336
9,disorders,0.6344447731971741
10,symptoms,0.6285192370414734
11,stress,0.6196860074996948
12,manic,0.6079336404800415
13,disease,0.6050221920013428
14,insomnia,0.5961613059043884
15,dementia,0.5954198241233826
16,alzheimer,0.593002438545227
17,bipolar,0.5916381478309631
18,trauma,0.5901164412498474
19,postpartum,0.5901156067848206
20,pain,0.5900962352752686
21,caused,0.588843822479248
22,diabetes,0.5868863463401794
23,suffering,0.5863324999809265
24,effects,0.578751802444458
25,illnesses,0.5756215453147888
26,sickness,0.5731962323188782
27,childhood,0.5700543522834778
28,syndrome,0.5683443546295166
29,recession,0.5681434869766235
30,acute,0.5657914280891418
31,debilitating,0.5653499960899353
32,chronic,0.5651769042015076
33,psychotic,0.5645588040351868
34,fever,0.5644358396530151
35,obesity,0.5635372996330261
36,depressive,0.5634539723396301
37,downturn,0.5623786449432373
38,traumatic,0.5612696409225464
39,arthritis,0.5596749782562256
40,fatigue,0.5596002340316772
41,epidemic,0.5594708919525146
42,psychological,0.5565311908721924
43,mild,0.5521812438964844
44,exposure,0.5498448014259338
45,diagnosed,0.5479231476783752
46,adolescence,0.5469638109207153
47,loneliness,0.5441992878913879
48,respiratory,0.542143702507019
49,medication,0.5405154228210449
50,malaise,0.540262758731842
51,experiencing,0.5399202108383179
52,prolonged,0.5349398255348206
53,addiction,0.5325374007225037
54,paranoia,0.5303874015808105
55,patients,0.5297628045082092
56,asthma,0.5288404226303101
57,disturbance,0.5285584926605225
58,causes,0.528317928314209
59,tropical,0.528137743473053
60,medications,0.5265634059906006
61,1930s,0.525783896446228
62,afflicted,0.5256423354148865
63,pneumonia,0.5242178440093994
64,symptom,0.5235064029693604
65,suffered,0.5234793424606323
66,diseases,0.5233887434005737
67,tuberculosis,0.5233345627784729
68,discomfort,0.5232515931129456
69,induced,0.5224902629852295
70,complications,0.5210236310958862
71,psychiatric,0.5189935564994812
72,neurological,0.5183075070381165
73,panic,0.5174332857131958
74,cause,0.516169011592865
75,phenomenon,0.5158807039260864
76,depressions,0.515316903591156
77,anorexia,0.5139259099960327
78,risk,0.5135180950164795
79,brain,0.5134533047676086
80,experienced,0.5130364298820496
81,adulthood,0.5113740563392639
82,spread,0.5108532905578613
83,fallout,0.5080903768539429
84,characterized,0.5080565214157104
85,parkinson,0.5070394277572632
86,worsened,0.5069339871406555
87,ill,0.5064994096755981
88,rapidly,0.5061019659042358
89,weakened,0.504513680934906
90,exhaustion,0.5044049620628357
91,sleep,0.5037593245506287
92,experiences,0.5031043887138367
93,exacerbated,0.5015312433242798
94,ailments,0.5013940930366516
95,outbreak,0.5007874369621277
96,causing,0.49853718280792236
97,problems,0.4980355501174927
98,devastation,0.4947388470172882
99,hurricane,0.49456560611724854
100,exposed,0.4927007555961609
101,dissipated,0.4922553598880768
102,spreading,0.49195653200149536
103,impact,0.49190789461135864
104,cancer,0.4901505410671234
105,patient,0.4900573194026947
106,suicidal,0.489749938249588
107,conditions,0.4882523715496063
108,therapy,0.4880129396915436
109,ptsd,0.4880107045173645
110,infection,0.48789262771606445
111,effect,0.48737820982933044
112,health,0.48729729652404785
113,suffer,0.4870588183403015
114,consciousness,0.48670029640197754
115,painful,0.4864485561847687
116,despair,0.48584750294685364
117,epilepsy,0.485092431306839
118,devastating,0.48460808396339417
119,storm,0.4843302071094513
120,crisis,0.48409631848335266
121,hypertension,0.48373958468437195
122,diagnosis,0.48280999064445496
123,endured,0.48255419731140137
124,life,0.4824845492839813
125,isolation,0.48200535774230957
126,resulting,0.4819837510585785
127,difficulty,0.4816776216030121
128,extreme,0.48132839798927307
129,sudden,0.4806623160839081
130,antidepressants,0.47939980030059814
131,developed,0.47887885570526123
132,strain,0.4779592752456665
133,decades,0.4775888919830322
134,nausea,0.4775466322898865
135,poverty,0.4772883951663971
136,severity,0.47704482078552246
137,headaches,0.4770221412181854
138,stigma,0.476284921169281
139,cold,0.4761402904987335
140,difficulties,0.4759328067302704
141,turbulence,0.4755801558494568
142,cure,0.47526079416275024
143,bulimia,0.4750835597515106
144,experience,0.47466519474983215
145,recovering,0.4745378792285919
146,ravages,0.47398126125335693
147,physical,0.4733172059059143
148,depressed,0.47171151638031006
149,age,0.4709383249282837
150,encountered,0.4708217680454254
151,due,0.4706365764141083
152,sleeplessness,0.47034868597984314
153,aftermath,0.46930405497550964
154,autism,0.46896371245384216
155,dysfunction,0.4688110947608948
156,weakening,0.46818476915359497
157,treatment,0.46784257888793945
158,adverse,0.4678334593772888
159,hardship,0.46761125326156616
160,sufferers,0.467202752828598
161,sars,0.4671357572078705
162,adolescents,0.46634066104888916
163,slowdown,0.4663315415382385
164,breathing,0.4655293822288513
165,weakness,0.46516624093055725
166,affected,0.4647965431213379
167,plague,0.4640592932701111
168,pregnancy,0.4638316333293915
169,turmoil,0.46356692910194397
170,distress,0.4630216956138611
171,growing,0.46296271681785583
172,hallucinations,0.4610879123210907
173,amnesia,0.46063172817230225
174,years,0.46045297384262085
175,died,0.4602055251598358
176,prozac,0.4601099193096161
177,mania,0.4599458575248718
178,worse,0.45983487367630005
179,prevalent,0.459773987531662
