DOIs,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
shoes,-0.6792899172682277,-0.247484292532769,0.11199780694653573,-0.6129715371533655,-0.15746989916663337,-0.28634906964244894,-0.12420984778192638,-0.07357780320323823,0.12518665035055604,-0.009558504714729061,-0.015327536255131474,-0.09136827532927942,0.11180661270824586,0.07249611658624704,0.03748241245911189,-0.008993914465885608,-0.005514877669251704,0.014363510510126529,-0.01141293663943745,-0.010138486588851891
shopping,-2.993799369325324,2.4359797825175433,0.2916193144790163,-0.3731568981175918,0.579855752794702,-0.01470579166815473,-0.25333399658632116,-0.24818339316455784,0.4009776583785815,-0.11742922623823544,0.11593080743514979,-0.0942982221238482,-0.03721340644789516,-0.04546321121606013,0.024102172736948955,-0.007457898725774355,-0.0066431478363903895,0.026327741014971477,-0.04413414159449967,0.020250022853248097
singing,-0.23463699793951573,2.1559255396883708,-1.2548754781380447,-0.1282758171286321,0.7582649977031343,-0.22999087035601748,-0.07246915143501045,0.05201273705073137,0.1393969733262266,0.07170722087609215,0.035303819681196474,0.16489347167872787,-0.07766917930183746,-0.02444698295764665,0.0068448367272773885,-0.032408224953423395,-0.06240766288825596,0.0017459555005293677,0.03322136374613068,0.002899672625881218
sleep,0.24475042314533021,-0.2355470217069853,-0.6878053125703925,-0.13666450299932711,-0.234865803359502,-0.1375513924459619,-0.12520791360957606,-0.03380333698953812,-0.03133761065097334,0.11923011185644182,0.009956758649824555,0.06513903142060426,0.055077936306030015,-0.04836035375296505,-0.033806620675884844,-0.040770838374292,0.001989517054062127,-0.01777456745668321,-0.008375402128142652,-0.004093607214669627
sleeping,0.18973638340823548,3.385719570264688,-0.5796343537594666,-0.069866993702668,0.018934301670571082,0.037561399973196435,-0.4656351230402975,0.18639600202550244,-0.025055759211042337,-0.0656711084304124,0.10819836481898391,-0.006143981841214455,0.04906656679691821,-0.06080472917506736,0.006051032594892756,-0.01963312509247657,-0.02186981474281227,-0.031136308081690465,0.019799863110656245,0.004889973215746042
snow,-0.5618586714362075,-0.28763910663937353,-0.5019571326991734,0.013217450531579987,0.07156876656798745,0.13665883306494,-0.27674660869798323,-0.09713067707613866,-0.07199566465231746,0.08699153934425043,0.023672612531694788,-0.056381929868935234,-0.05923796534577791,-0.02999968354978404,0.03907015539314852,-0.05524679188605601,0.019949146244703547,0.006042411077154164,-0.0008047527437747012,0.004441628736820203
snowboarding,-6.7075699159864,-0.2834167006614205,0.33738235264613714,0.2702971868655946,-0.6298686608799052,-0.48538113630627855,0.05588446742368846,-0.21212815076166422,0.04390800631345439,0.02261316112200436,0.14686361975995657,0.039360484734588266,0.08135504185411284,0.004136457452265398,-0.01229578299279815,0.002658000583376108,-0.011184414164654188,0.019431124191781116,-0.005095985971767306,0.008308446944494558
soccer,-6.212676275399643,-0.07436120594966646,-0.30361541177903706,0.49734047406272475,0.6066714112953544,0.0050829724284729184,-0.1047223721817796,-0.16556749392347542,-0.13396197593111014,-0.1448311904701348,0.03869549584751522,-0.017596154657552633,0.0028889078781293297,0.029027430007475128,0.028699653591199737,0.018500622280719633,0.0050055433785318425,0.017110874872157802,-0.018736061717725537,-0.024784032355740084
stars,1.6553866443339778,1.438530477741115,-0.4962029490330898,-0.9641038665373062,-0.33223520248365773,-0.08261966861997687,-0.30499385368926885,-0.21917734611392742,-0.16707094633214123,0.13350266076486622,0.019351302685153636,-0.02289562664841707,-0.04229768419906533,0.0686629840433981,-0.03364192582195452,-0.04525281187075782,-0.004544785070885571,0.021595137265943403,-0.010838803958550905,-0.0023012475994879755
summer,-1.2847896546498108,0.2641172043387172,-0.8798530829075328,-0.5905934090890236,0.32472342601191,-0.1508699398779379,-0.2956462283490585,-0.06866369306960182,0.1921415398685557,0.1301836967833071,0.003485207855060879,-0.1377594902746565,-0.009171810131246278,-0.01851603030738816,0.12880820455370487,0.041451984090314885,-0.03047136650261794,-0.05213200836640143,0.029301326440856746,-0.029722615287209795
swimming,-4.2490409001031475,2.154193477761438,-0.475393770963892,0.5741598284932706,0.31330838806955436,0.25822664237599546,-0.04998460012058953,-0.0039583844296096635,-0.09564624714055411,-0.0663688492903817,0.05671140639481879,-0.03447111373379724,-0.04766953280819191,-0.036488589460124864,0.05850803889758613,0.01954161384432288,-0.05741727290579485,0.0015640615848424497,-0.05831027784873893,0.018819521529700452
taking back sunday,-1.9845350004577056,1.620966823132371,-0.875831394801685,-1.200084242283357,-6.343920445872689e-05,0.29413334037360345,-0.13125207534167874,-0.10640881215535634,-0.16903257326028065,0.20255458459289077,-0.062002759487078805,0.019995646117623184,0.2193389852866333,-0.02210503730472866,-0.03493179611153969,0.05436341848849264,0.025695002762268,0.04003600860252947,0.027268241851453837,0.011356977703671193
talking,-4.570226466022667,0.2539631741713455,-0.33199551684899975,0.07979083059774404,0.27318707782418916,0.1651211662348912,-0.012087259464148603,0.05308768090132654,-0.06353887361487194,0.06208611952957565,0.022381912102494805,-0.03402444414759977,-0.13516847569224744,0.009460272605202597,-0.08656444668137618,0.027224977350010726,-0.013572750624987908,0.014723527772971931,-0.0459380476461012,0.009902670806192334
tattoos,4.602948845128471,-0.4678783230335895,-0.13651162121844382,-0.3763965522476215,-0.817105501462218,0.3969896996296544,0.2796842774100932,-0.049105549621758074,0.17124794756743889,-0.1900562583270048,0.2562796888123586,0.032478117735892466,0.004355933610578133,0.063717144147997,-0.0615976650248371,0.033031770291370464,-0.018949937948570004,0.02827761834979415,0.011522642889417432,-0.008552493488753315
the beatles,1.4782617176100146,-1.0795940724605357,-0.5100583522660568,0.03021260130539992,-0.101324886439247,-0.019693013890882082,-0.31356428736765235,-0.3997749250070261,0.011375875281636263,-0.06434614088346151,-0.050907911448205584,-0.049160481178506375,0.08666611956534835,-0.009945828647542518,-0.01688155861241278,0.013203318560119309,-0.02395174281552654,-0.010059573968937871,0.03215602451454345,-0.00684240696758014
the used,-2.743457980802655,0.12227060740307298,-0.6032431491676306,-0.36062538505403985,0.6348535396464536,1.250338182839249,-0.02601332223362412,-0.15853481276424145,-0.18027692772160853,0.06306072908563036,0.051630746631286924,0.024874383899435637,0.13766720248203412,-0.0642692047493683,-0.08159815788404937,0.024230800609062332,-0.034799712067938776,-0.02105898737548531,0.02540081466428003,0.020704542614562095
travel,2.553460960392171,-3.693463870837335,-0.9868880874964515,0.9981861284231455,-0.24054045424974155,0.02075401703896695,0.08520710090058296,-0.022182587882713396,0.12097012299247598,-0.0324100893497737,0.04007818873593031,-0.058172469127359266,0.013314761375891868,-0.05751619462146884,0.037908440280865444,0.00873105577353319,-0.03030184951807591,0.017860230100329662,-0.01879971701892201,-0.007966920737763455
traveling,-0.39426863321734645,-0.8023513281356079,0.01447174967067678,0.5230716524721649,-0.2094210113408152,0.2016373940412378,-0.212677625371467,-0.02606138651833278,0.15163014628343538,-0.062162832933913635,0.045444848399202306,-0.01500720803372486,0.0321100756996389,-0.08329156659805886,0.015483096288146541,-0.015116916460275838,0.003046666541562578,-0.016603847937375106,0.02491253370447885,0.014466432821660883
tv,-4.18573999302665,-0.9756488461807906,1.3501300600231316,-0.23647207577724158,0.04239580066270191,-0.5221905139582839,0.22742212590424019,-0.11022877017189824,0.17529421760291705,-0.055557221602027466,-0.07743649123730803,0.014399777741791365,0.02489573024382239,-0.025023539575079776,-0.045882694550689614,0.0008829579210251858,-0.013992621861731268,0.006983490891115182,-0.03144929981853076,-0.010539337467562316
vampires,2.1602495932230084,-2.037439769070333,0.9003191129121463,-0.36688313491976526,-0.12526426495293305,-0.4988051217704245,0.1851148174450915,-0.2845588993945352,0.17403006626777698,0.03674444678430873,0.11389374557383947,0.015935672051498193,-0.10554649812537861,-0.09451916660622167,0.0030741748570500254,-0.011509097367172668,0.021004263284758157,-0.013128127895050311,0.05120002754837997,0.0032481451927802614
video games,-0.22068409304733574,1.208489562923938,0.3366970987652175,0.8679216212688159,0.2836148256539296,0.34446828336885876,0.091603742260757,0.28031044734680893,0.0021578153767012756,0.09935260099879589,-0.045478977079194134,0.024671938019463553,0.07747276948627257,-0.03773176255705855,-0.07722609673455136,-0.017560554102831135,-0.010219715248377295,0.02648977058131746,0.0013076890318137622,-0.02023956321326099
women,-3.0068485387896353,-2.737009454951547,0.0022279773365849677,0.007737714411158405,-0.338226151941507,-0.4739922987411928,0.6469089818757828,0.1333086827940548,0.041219566229401226,-0.16166885146741133,0.061175843136435544,0.06027123531333754,0.008981945952793757,0.01667112395546594,0.024427452836233998,-0.023895248359630847,0.04508813848685159,-0.022335936506145643,0.03197600983418133,-0.009008228256197178
writing,5.392353387506545,4.368188632349842,1.9410600134820997,0.7713960013564578,-0.3330613798202634,0.030354597819490455,0.27184657744780233,-0.42259978164360723,-0.02648387923356253,-0.06758355683125414,-0.05804035120702383,0.1413995006045049,-0.03580608967448993,-0.005852214011984194,-0.026507908427229974,-0.05937312110321295,-0.026374152822513375,-0.01649116499934585,-0.001765172832003911,0.02128338479935491
