DOIs,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
dogs,-0.08963358985826005,-1.592242065595018,-0.17154853163925923,0.3668040864986187,0.06248361271594792,0.14259388083129731,-0.24444404042614443,0.2758848240381845,0.15805303585909694,-0.12818514978558185,-0.10116923484562276,-0.01658262512777564,-0.011728747463955436,-0.004105270124793053,-0.03966104873454897,0.034399290325135154,-0.005124233851893186,-0.043987925498851145,-0.027134056917071884,-0.022989506234278905
drawing,-0.25657625224825725,1.9769683594302943,1.7874372085813686,0.443667936775528,-0.24250188162634267,0.2611792337781645,-0.36966987822821445,0.21997257342502252,0.2840936033132389,0.11280547120365278,-0.10154197027395606,0.14626483771854815,0.07890690012536981,0.09106680385557364,0.005759268907223558,-0.022300654187290818,-0.01978917371098929,0.005620626064518221,0.03343193523837643,-0.013580871898891643
dreams,1.7534266954285236,-1.5031909911363972,0.009449726308852623,-0.09503983788770713,-0.2777014593635014,0.34832599479432597,-0.1676910897494936,-0.09586117632790464,-0.15408041759961053,0.07381284065815837,-0.12786224518306122,0.050725094493897886,-0.11795696489232986,-0.1140842797067485,-0.033121194519846936,-0.02361527964372986,0.01319209297313451,0.002520524234958666,-0.002436189638980435,-0.006366312383372353
drinking,-4.073761230864515,-1.7315850152346621,-0.36436933260389287,-0.10794108745185231,-0.007778417674443821,0.332994133239166,-0.18524730833292344,0.2786737855645384,-0.22937426536965705,-0.354107627298878,-0.15104035492137471,0.18304449307749807,0.058888629466661256,-0.0005707286077830346,0.049070806831103486,-0.008199936757297379,-0.004304544685924082,-0.036673252414898924,0.007243637764070833,-0.009444888146471778
driving,-2.8225042091142836,0.30125410690553284,-0.5609915982601573,0.3582413123676533,-0.20534985498969768,0.30064343935034304,0.0027136769190017804,0.2094895029819259,-0.1295918105913847,0.04092477159250079,0.06739246314558456,-0.05218322365539738,-0.051644905706518,0.022922417267930675,-0.022200420313660346,0.00398236187878459,0.04164948683331849,-0.011790123722281467,0.009011606963419164,-0.007538606839246465
dvds,-3.6649429503181024,-0.27738563749100076,0.6634850775165592,0.7342301219196921,0.12723814929544913,0.3524891083424359,0.17897033211337648,-0.4838826220613549,-0.18495285652588603,-0.025664793952706613,0.04358434222017248,0.10788197473758059,-0.030950131833967387,0.028668168476668553,0.02506243156996395,0.01684693436871642,0.03000858925009517,-0.04738565389828168,0.001673815805153817,0.006399406669484636
eating,-4.032439279773216,-0.4336774007126935,-0.46990144449691323,-0.07556487230084734,0.23929425770341006,-0.38501618766670553,0.030959293723396546,0.13506495893896334,0.0861948554813721,0.07758981919600105,-0.01559826077622137,-0.009934964185410998,0.10949877363951833,0.06789384115583658,-0.010734010919834712,-0.05618226202108404,0.029801658139509555,-0.02009064790340504,-0.01982951502439873,-0.014167959103810567
family,-2.492991096643202,-1.3939474407014276,-0.6494390279671487,0.0650876747657228,0.528333570478506,-0.04165197337059788,-0.20097620796979543,0.39875576337397467,0.09648843089354354,-0.30556679119861824,-0.15491193503789316,-0.000502439653198545,-0.14903944896265628,-0.025005623919290704,0.01581471607162639,-0.002106593831716332,0.012641666661279612,0.04188042573028025,0.06003022092626739,-0.012599819329289583
family guy,0.14237750387091105,0.19309168577353583,-0.4355715154277786,0.3297068602840284,-0.05006157116317822,0.5087881276283693,-0.24743658981249986,-0.13917359012733924,-0.14124166667779836,-0.07853122940912874,-0.021309797513134714,-0.06580703464871505,0.008682113662271725,0.049985139738033195,0.049252587255241155,0.03864140157549346,-0.01661262932539493,0.020612902420695065,0.043758171909228046,0.029781108639903978
fanfiction,4.2224629819495485,-4.061433979041482,4.248914890700859,-0.6351867814516238,1.4168453652456803,-0.7415859581309519,0.4409194566961675,0.0972894977040799,-0.5269410532344524,-0.271436976289907,0.12230891031925709,0.0019450468483420363,0.07726875744020184,-0.08272594098958422,-0.003953583203590182,-0.015017858675008369,-0.04719805600213963,0.020707263445951366,0.014527173153565434,-0.023231792281840646
fantasy,6.033424578525226,-3.2215615410989673,-1.0346149858733509,0.595786583371391,0.5769692850654246,-0.39301654496444005,0.5503734978962767,-0.4259954562978841,-0.08623882214131126,0.47658657228667756,-0.10101587697927801,0.06874175171042768,0.056437814703098374,-0.10598442382818259,0.0413560485204775,0.06795363227084487,0.02763435453126402,0.011010924582704088,-0.014108686138044238,-0.013523614042065639
fashion,2.24096945277859,-3.5117716893200894,1.504757232741888,-0.7643650626927073,0.5562077425675132,0.6694742440117014,0.131100099339701,-0.2878581838044209,0.5623255044398303,-0.31488507595714976,-0.11183286269699512,-0.07813130367031168,0.054108007351440814,-0.09687989911739404,0.07886749882718856,-0.04214779476637512,0.04896872278116769,0.015751733698506222,-0.020991645912476653,0.0050465873008019285
food,-0.5434163545326547,1.4874662085766903,-1.3123577904977248,0.07441210399058547,0.5185982443650474,-0.298263499367331,0.25215896199397353,0.27158156577009696,0.04016500937931322,0.10912078826196818,-0.021334210328791906,-0.10928732985808755,0.07917413353329879,0.11062794941848528,0.024095815212906147,-0.018080435053431827,0.013713107326359514,0.039637750202708974,0.005728389490925637,-0.003936076232949093
football,-4.611287986698317,-1.1754466269230097,-0.16388025891744207,0.16122947349938838,0.31956843896341436,-0.35521206878821987,-0.04610389019055899,0.13841917159238704,-0.1052981380861885,-0.17131238130410079,0.08177686168255936,-0.0019319638327390807,0.03398326590093265,-0.010106596890140356,-0.008379707665796212,0.04489470863835944,0.03734413639115871,-0.01073613864778679,0.002423017643583812,0.007561002591102934
friends,-0.7792720886236482,6.254729647972117,-1.2530384073324037,-0.6192126725556122,0.7094142569330705,-0.6147675293814869,0.10454636827159776,0.07607109960559597,-0.08653408018017247,-0.05318681892219914,0.005968933830209032,-0.028687292583748025,-0.10004476341203979,-0.042388982402143914,0.06011107729235315,0.020053665161096215,0.029268924319968633,0.00372614025757945,0.02054136943511412,-0.010637199762797037
girls,-2.8756155737642377,-2.007365939373407,-0.635960261749562,-0.4048709130484374,0.5231988341964579,0.2927953138240435,0.5101267430863226,0.17899927056526319,-0.07526826492970616,-0.14254646673435797,0.03500792783132443,0.06672788883336457,0.031689737896935286,0.05734346062688724,0.021422036410267912,-0.035745988958941974,0.016287519562378276,0.0045453862937906275,-0.006123868193209904,0.018363962593401298
green day,-3.1268248960332388,0.43191170582330213,0.5694434263158045,-0.8135382832704305,-0.47477277728069245,-0.5304512382695316,-0.3363535391902561,-0.0010275818604875938,0.040820737764186765,0.16156361583282328,-0.0334313645335459,-0.0426102110190265,-0.020234682429093473,0.01469472264837481,-0.07128845871751295,0.027539671937388786,-0.0007396371261607077,-0.016733671870965992,0.01206037079077316,0.013492804147699091
guitar,-2.9964322479857426,0.6158266352908043,-0.4705723885788754,-0.045024554004980344,-0.023462726280589794,-0.1238834911920691,0.14702165301516856,-0.01914244597090358,0.03343798275014362,0.02248401471080158,0.03524382821027193,0.02294779801226358,0.038238491775373196,0.04394457769929138,-0.08658969602980326,-0.03026051807082493,0.0780128647310741,0.012157686092576264,0.042069446303160216,-0.014750482475446391
guys,-6.4783885337077765,0.0980395770245071,0.22133373750407645,-0.08194747057422584,0.20829730024284937,0.11477268299540305,0.15419117188181128,-0.033581914192536894,0.04566833117478439,-0.030371504311904177,0.06853757242778583,-0.036529551387269606,-0.11102361381014136,-0.03298906275646504,-0.01228262075371479,0.06760224717006544,-0.028474696238493347,-0.009708983086370802,0.012013991696036485,0.012523909763528164
harry potter,7.362073477614165,-0.4041683468682625,1.8065875668889684,-0.014378204951413417,1.1172821869920848,-0.5565968416114603,-0.30985678290743596,-0.40308460658610906,0.0331633349750661,-0.18090993108019326,0.009209100129713224,0.0008406881420182753,0.029625206029372006,0.16750565252362495,-0.021499228893052308,0.055389706357292255,0.019422095103877487,-0.02611975761957844,0.0073259452335883695,0.02869650055858531
hiking,-2.4858273665791706,-1.4167847084752008,0.03760841405007168,0.940510948123434,-1.119820236364124,-0.5863059070841157,-0.0767739527727099,-0.03491560367334523,-0.14636545628458794,0.018025266421545887,-0.1405952300763141,-0.047096593856259215,0.05171332025547017,-0.007926985370480612,0.08147146540286948,-0.011672212595955255,-0.01032342325485075,0.04732025802484448,0.014617974241919922,0.024013492721122846
history,4.425364246103547,-2.6367398207122856,-0.9846640201043975,0.7082834260371793,0.06259906801677594,-0.23665969630648265,-0.05329107337100622,0.2104387998496117,0.008015981251254238,0.0647220419070684,0.054671288320309853,-0.10579530375524611,-0.008098518283348132,-0.08170467228697581,-0.0779281403188826,-0.029863887689666715,0.02459696826242401,-0.011177941021198635,0.003985873318185811,-0.00286794629530952
hugs,1.5205893160437436,0.20954119252786366,-1.3231075596332786,-0.8074934733502749,-0.08363799783409646,-0.3837195005037602,-0.21162299260976808,-0.11637145471323576,-0.09059176958837828,0.11154672684263095,0.040474005452198175,-0.006964979036416726,-0.030945409763836366,0.05138607201001946,0.070194186380688,-0.0004230026595655467,-0.036424599496090185,-0.01655766936132525,-0.014610474526418385,-0.013212062651594381
internet,-0.4105722955166469,-1.7857759577984482,0.9624513566241338,-0.0945346998917195,0.09862621946540835,-0.07675185174388796,-0.23856163111382814,-0.09483210201122794,0.22990248804715116,0.08300253437017635,0.04254025139343359,0.14034930632843481,-0.11610402354027245,0.043420276635437294,0.039649383612150514,0.04999633365630311,-0.006530341282553459,0.0044858036226087215,-0.010916910286680868,0.006446403747733603
johnny depp,1.4263727381391846,-0.2726405976755923,0.9334887366445471,-0.8442695955975844,-0.23559774563260627,-0.5033620209583578,-0.6143541345267234,-0.07967218445210052,-0.07082271471852966,-0.015951472561010396,-0.10080570420949928,0.06999935451414448,0.017161202325524726,-0.01879414347040435,-0.05227733871185996,-0.05711263960976328,0.016913788056588493,0.009325176488152407,-0.007491226970262624,0.04784324418265748
kissing,2.37237681661422,-0.6372268152051365,-1.3481297871078628,-0.64463855093632,-0.12823276767480737,0.20852920225590213,0.08686636010786268,-0.34788483318164576,-0.026640291258073823,0.052252769520130006,0.1192553271182647,0.09746837457452767,0.06081749164948831,0.011718807451411425,0.017237983507399853,0.01717979681992613,-0.04197205016633757,0.009331497775808743,0.01179680572097824,-0.019843051248870754
laughing,-0.5612181851932999,2.060467881851578,-0.7909130175859325,-0.2997936861001146,-0.04323118850427815,-0.07904078322737719,-0.17265899529868214,-0.18895532372444185,-0.0863896562562421,0.02082713858941015,0.05454234556441215,-0.05382951208000065,-0.007089087694775715,-0.05783725143919711,0.053026737019525,-0.040609624623975354,-0.0020176976223427517,-0.02462013463149402,-0.00202986527383878,0.021568901145343634
life,-0.7522949024993509,-1.768731077194982,-0.18109330310999863,-0.3152222860212835,-0.19351146482195777,-0.20286323599969908,0.1946814486968724,0.11859031408108983,0.1001421877757147,0.13241366412285144,-0.09990883412388474,-0.029390781755777484,-0.07718300151969758,0.03782730675995688,-0.022355644726574923,-0.03374206834126714,-0.004227264290552596,-0.01731087834746508,-0.012304928394625795,-0.007546746707989948
linkin park,-3.8814947676481952,-0.6122820080481112,1.2258454141495276,-0.2940527006996576,-0.20627190380472432,0.04306251820234257,-0.4544816730660909,0.06913073184367212,0.1054984010414713,0.1466742803179984,0.014559828697947055,0.09139319064593142,-0.023385939216907126,-0.06170998470304044,0.013029079444240754,0.022612492711594483,-0.022504996503591203,-0.02558021431780073,0.02971196978338015,-0.01723874096592947
literature,2.926550838488157,-2.9954826647986565,0.24262286235575017,0.14986655419925388,-0.35908082758703247,-0.21103853933150932,-0.17395042085337425,0.18287866234359512,-0.09876217564036407,-0.08494843765097725,0.01966111022276718,0.010116596167120115,-0.04654682288745872,-0.04834997374427675,0.03422417378290815,0.04646092956008894,0.014507551662195308,0.008790264051425484,-0.023084895218307665,0.0042247217600703164
lord of the rings,4.524468124451883,-1.600679485577869,-0.4533750344338636,0.4580017884415287,1.2272788316493741,0.2204909729580071,-0.13710939723450913,-0.47010849643163993,-0.2721688951758862,0.004961203461178187,-0.03181508424566637,0.07939798934227338,-0.030111520166479885,0.1027575343160283,0.05349878632571897,-0.010556982099219006,0.02227827666606795,0.03150440944016865,-0.023793693386623647,-0.006293333922657731
love,4.854685847433902,1.9868330984455607,-0.36583838063786467,-1.2305083727903057,-0.16981209832647348,0.11687246227504003,0.3752970022276945,-0.17164271164628972,-0.1508746959964452,0.08495934770985962,-0.19043462191352692,-0.07026474294908532,-0.058823514708702944,0.07605366246084565,-0.032450110801678624,-0.0074271270988630345,-0.026618866893011524,0.010972940721367366,-0.013284986001814058,-0.012467009085995257
manga,1.6676682678441417,-1.0361963664676699,3.711627872915212,0.2470735151297502,1.0987609285375888,0.25009412909721496,-0.5271863530822385,0.5049132718474832,0.05156159118194725,0.26827505788647593,0.11140080949611178,-0.03304817225885372,0.05674345550132442,0.05429708417753037,-0.011317065851177002,-0.0208529061288701,-0.018901677689960983,0.022796400928328832,-0.0065188523476327085,0.00906348189958434
movies,-0.34084274181742386,8.520272597314912,0.34371047732584104,0.6692268190829164,0.07758006381926037,0.0813860933050211,0.26105463280154406,0.1175082760665727,-0.16786666746829368,-0.08840074841014738,0.05691649503389121,-0.05219722809459684,0.03345559085753968,1.7042474993845207e-06,0.0617231269892179,-0.0019095010455599162,0.04836987589159984,0.014771124195530075,-0.02300414612040357,-0.005924662437064434
music,0.9672764576763494,11.052310474215739,1.1127047927087597,0.19589014207508562,0.023041544310033257,-0.13133606594208005,0.5060207244917658,0.15852594058914576,-0.005834482788650435,-0.2069609901844704,0.015371158452638832,-0.012010656822792117,0.004817472122879051,-0.09214518878000169,-0.02711510879517912,0.00910493036246876,0.011804224055321165,0.017139571455525183,0.013148025216334597,-0.002692142575100189
nirvana,-1.9069752528943664,-0.5120741843647341,0.046052467427354145,-0.4352464066710451,-0.24577338288117598,0.5127611943326251,-0.23107715998504075,-0.02027293082822378,-0.10967535269918581,0.1619770829496401,-0.0455267001613684,0.025659164440138285,0.008031422933981451,-0.0482728371200262,-0.08951818105599516,0.018374055241307936,0.057550423670210245,0.00022999177150697414,-0.023801517469187974,-0.01992246090349456
painting,-1.00729485328614,-0.5638125760772477,0.815651114304193,0.30640510451388403,-0.728190596995351,0.35136834140746204,0.07382604283207903,-0.20949300929283132,0.09882862566319821,0.009576118654393326,-0.18840918252904887,-0.0026165528185381325,0.13847895134790536,0.05230065383418464,-0.007777434701233006,-0.02296443354881448,0.0005381816058697981,-0.025643799359221446,-0.01122061344265058,-0.01957219605967164
philosophy,2.2008583771529784,-1.85988755411967,-0.45146116098084266,0.7135590501351362,-0.4581997111567752,0.4471838625451927,0.10831534558479593,0.08402718817157283,-0.11375526308020559,0.0792161550411168,0.03089439976152431,-0.025413285082537363,-0.06482451561633892,-0.09765703220805275,0.0008877274806066981,-0.049838610357384,0.014532029778807052,-0.002735306969437774,0.006289445963707446,0.019564014484458145
Photography,8.428723641768498,1.895928673180795,-0.340762261303779,-0.6417611414326714,-0.7418473392487525,0.11719689815416962,0.1447041067705931,0.24467771865529064,0.3223003893900354,-0.011012203583881122,-0.016048624169702614,0.03041017863615179,0.0926607955048496,-0.022608803100521938,0.05131712205946455,0.006877361681239694,-0.03253361210732393,0.03733434571784349,-0.014108268866097269,0.013987329193467032
pictures,-0.9822809840117267,0.413461441620399,0.04987561671577337,-0.9241235849873815,0.4695990016965765,0.42780550418878865,0.48835335966575577,0.00712428361290157,-0.27549353715401664,0.10304308859464963,-0.18649395061900864,-0.15708312604150101,-0.04088766119908365,-0.02496546293354139,0.04810239663435981,-0.02762433145832408,-0.04681788648868789,-0.01062567936148815,0.006358781793217629,-0.019152344997226477
piercings,1.1267207943897581,-0.00026929382727527827,0.5919725744206189,-0.6141416339267893,-0.7315636394458838,0.6510165046017389,0.11498807696378531,-0.088124454396792,0.12420192101792658,-0.02831648175905617,0.27677193854373533,0.030968073349353156,-0.03293254421827412,0.06729824354860105,0.020055438408527346,-0.01159894968224391,0.01163275845352936,0.0012355085405780105,-0.005884654783474333,-0.02649553907218421
poetry,2.1269952898712625,1.8793285961893087,0.6908393390265756,-0.27204765238649037,-0.8721312835900261,0.1599942529066288,0.16717169806971174,-0.059709245729199015,-0.14361832174351252,0.037178611181452964,-0.14179776323242532,0.06663015021052847,-0.17050701892408934,-0.03218899639309076,-0.0034667686520763194,0.013229576645923934,0.003690256980891533,0.013226695865259529,-0.001136625988489859,0.003445862356989339
politics,1.0487895329921009,-2.5599091747566813,-0.21246629672435055,0.6131840911075478,-0.32951823724910356,0.005024826150253606,0.22559760858566424,0.07858487764586325,-0.15993578332790154,-0.11508597161898215,-0.04346939089545368,-0.1384825087022288,-0.007572481459250621,0.058621906465336215,-0.05939809089001968,-0.05626062133008169,-0.0649769762887562,-0.029793386725222793,-0.016190243291162337,0.0012948464473202619
psychology,2.3576417897920265,-1.182441255459231,0.5259714474957152,-0.06477095026580096,-1.0516246412675156,-0.25623103158641464,-0.4324829689943549,0.09913336007642208,-0.08091122954491924,-0.0033614286379961334,0.0618182085212034,-0.04348481535305362,-0.0845723803331455,-0.003649600140165825,0.0031442729714564565,-0.00298848265790709,0.021959994062506597,0.06057455902541958,-0.0053061515897026785,-0.01676437460301682
punk,-1.786414366787194,-1.05022093692794,1.6221551368179756,-0.8706584147643373,-1.235285278713379,-0.3640986122009227,0.4627411660191332,0.1841624925185981,-0.16739708880724274,0.0131719977218208,-0.003912606778473455,-0.09343778979938588,-0.01153707822479474,0.12095630749093081,-0.03408145581878094,0.02857015680385069,0.002018766016725003,-0.0422280027125799,0.00015209672323329454,0.013853227261604666
radiohead,2.0234238755523903,-1.4997271797725993,-0.9979948633310842,-0.4077626557910042,-0.8720194708979281,-0.06478249011764875,-0.2869253686592761,0.2193954637925677,-0.322908373815848,0.009759167585127466,0.023117666374572493,0.07074215465562682,0.14054892953033726,-0.0440354942602539,0.12412204293357153,0.061636743516259834,0.023991992009482828,0.018394712372195303,-0.004350015682466933,0.011423641528908905
rain,2.803490738382382,0.9727958390025696,-0.6609488474917233,-0.48124847997542747,-0.19274818865184662,0.15469585824959736,-0.45094554036898893,0.11411891991504179,-0.11412768392017028,0.07277226878839192,0.1311698455882391,0.012094543487975914,-0.06460797370014632,0.06001401196899189,-0.030569474701869877,-0.03669854695935378,0.011099013810522109,-0.005213043424141719,-0.021426797397382766,0.0006010853907689513
reading,4.795057360822211,4.655081233230784,0.7819969178836471,1.4861385224155275,-0.28175324547199193,-0.0553410788454489,-0.43467954879568144,-0.30676920016071996,0.051138243928020154,-0.23796276890716853,-0.16835217657619514,-0.05127433711914513,0.04935944188843005,0.10596655832521787,-0.04759833769130869,0.03945761321571818,0.00411344298246421,-0.025419807354301355,0.007478987375328974,-0.009952372518833736
rock,-3.4593565206010144,-1.3943764473342082,1.8064843768463736,0.06012198272412327,-0.07425692470592893,0.16939333917264135,0.25269415054792665,-0.07021193280081361,0.03286932955392394,0.2426508803722174,-0.18609941825047227,-0.11613918927339835,-0.05580264985063774,-0.03492754517501697,-0.034145759950913304,0.08699282804579346,-0.0023969749618158818,0.018436920896698322,0.01792781193734636,0.014175810200404657
running,-5.456485098025612,0.1659370667745018,0.35905437152212544,0.22941564783774343,-0.5300151682423673,-0.5091363307841957,-0.2213526825789869,0.007009008564124656,0.08158760879801703,-0.0891837388110645,-0.05399697860224022,-0.08109071701824075,0.09097283285621452,-0.06840470050663247,0.0393404670424269,-0.030526134091407975,-0.029217324870133864,-0.019013231358261613,-0.02269244067730427,0.003541435587568204
sex,4.357697819752377,-2.8766674376763417,-0.8667418642080218,-0.6714423035873334,-0.009609841454158073,0.3177921883611057,0.6536563289792194,0.2003916539593415,0.0327716849857127,-0.2928116006257993,0.06369812225770685,0.044904861001876496,-0.015979734052034896,0.04353437772009238,-0.0236270336454711,0.008783272714313116,-0.012831664178747898,-0.01699284794539706,-0.0047358981762808715,0.028395611228652168
